,kingdom,phylum,class,order,family,genus,species
New.CleanUp.ReferenceOTU21458,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU21459,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
New.CleanUp.ReferenceOTU21452,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU21454,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__,s__
New.CleanUp.ReferenceOTU64536,Unassigned,,,,,,
New.CleanUp.ReferenceOTU64537,Unassigned,,,,,,
New.CleanUp.ReferenceOTU64530,Unassigned,,,,,,
New.CleanUp.ReferenceOTU10751,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU55427,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
New.CleanUp.ReferenceOTU27889,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU27885,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__
New.CleanUp.ReferenceOTU27884,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU8792,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__,s__
New.CleanUp.ReferenceOTU8795,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__
New.CleanUp.ReferenceOTU79834,Unassigned,,,,,,
New.CleanUp.ReferenceOTU2606,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,,
New.CleanUp.ReferenceOTU777,Unassigned,,,,,,
New.CleanUp.ReferenceOTU774,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU775,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__,s__
New.CleanUp.ReferenceOTU772,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU770,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
New.CleanUp.ReferenceOTU97983,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__,g__,s__
New.CleanUp.ReferenceOTU97985,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__5-7N15,s__
New.CleanUp.ReferenceOTU93766,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
New.CleanUp.ReferenceOTU83797,Unassigned,,,,,,
New.CleanUp.ReferenceOTU49948,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU51898,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,,,
New.CleanUp.ReferenceOTU51895,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
New.CleanUp.ReferenceOTU51893,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
New.CleanUp.ReferenceOTU5672,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Solibacillus,s__
New.CleanUp.ReferenceOTU5675,k__Bacteria,p__Cyanobacteria,c__4C0d-2,o__YS2,f__,g__,s__
New.CleanUp.ReferenceOTU5676,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__,g__,s__
New.CleanUp.ReferenceOTU5679,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__,s__
New.CleanUp.ReferenceOTU92497,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__,g__,s__
New.CleanUp.ReferenceOTU92495,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__5-7N15,s__
New.CleanUp.ReferenceOTU92499,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__5-7N15,s__
New.CleanUp.ReferenceOTU3857,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU88822,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__5-7N15,s__
New.CleanUp.ReferenceOTU43599,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU6325,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU41993,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
New.CleanUp.ReferenceOTU41990,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
New.CleanUp.ReferenceOTU41995,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,,
New.CleanUp.ReferenceOTU13295,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
New.CleanUp.ReferenceOTU14765,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__
New.CleanUp.ReferenceOTU46295,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU12747,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU12744,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU12741,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU19157,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU86270,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__5-7N15,s__
New.CleanUp.ReferenceOTU38453,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU64390,Unassigned,,,,,,
New.CleanUp.ReferenceOTU38458,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,,
New.CleanUp.ReferenceOTU38459,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
New.CleanUp.ReferenceOTU103393,k__Bacteria,p__Tenericutes,c__Mollicutes,o__RF39,f__,g__,s__
New.CleanUp.ReferenceOTU103398,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__,s__
New.CleanUp.ReferenceOTU86024,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__5-7N15,s__
New.CleanUp.ReferenceOTU86025,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__,g__,s__
New.CleanUp.ReferenceOTU86021,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__5-7N15,s__
New.CleanUp.ReferenceOTU32688,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU58559,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU58555,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU58551,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
New.CleanUp.ReferenceOTU105578,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__rc4-4,s__
New.CleanUp.ReferenceOTU105574,k__Bacteria,p__Tenericutes,c__Mollicutes,o__RF39,f__,g__,s__
New.CleanUp.ReferenceOTU35369,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU90284,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__5-7N15,s__
New.CleanUp.ReferenceOTU51667,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
New.CleanUp.ReferenceOTU57677,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
New.CleanUp.ReferenceOTU57671,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU50133,k__Bacteria,p__Cyanobacteria,c__4C0d-2,o__YS2,f__,g__,s__
New.CleanUp.ReferenceOTU34016,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU71938,Unassigned,,,,,,
New.CleanUp.ReferenceOTU86871,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__5-7N15,s__
New.CleanUp.ReferenceOTU86875,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__5-7N15,s__
New.CleanUp.ReferenceOTU31991,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU90062,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__5-7N15,s__
New.CleanUp.ReferenceOTU28471,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU28474,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU28477,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU37592,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Ruminococcus],s__
New.CleanUp.ReferenceOTU37593,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU27316,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU27310,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
New.CleanUp.ReferenceOTU8748,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__
New.CleanUp.ReferenceOTU91044,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__,s__
New.CleanUp.ReferenceOTU59292,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,,,
New.CleanUp.ReferenceOTU24032,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU24039,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU56963,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__,s__
New.CleanUp.ReferenceOTU25922,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU40736,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__
New.CleanUp.ReferenceOTU20209,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU17038,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU41466,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__
New.CleanUp.ReferenceOTU65561,Unassigned,,,,,,
